|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
3869|274230|RONIN|Tomasz Wac\u0142awek|Devolver Digital|1528|663|239|0|338|0|2|Action, Indie|"{""Indie"":71,""Action"":62,""Ninja"":56,""Turn-Based"":53,""Platformer"":50,""Stealth"":49,""2D"":44,""Turn-Based Combat"":37,""Female Protagonist"":35,""Turn-Based Tactics"":35,""Singleplayer"":29,""Difficult"":27,""Cyberpunk"":24,""Great Soundtrack"":12,""Puzzle"":6}"
3870|1153640|Chorus|Deep Silver Fishlabs|Deep Silver|1586|264|421|0|639|0|42|Action, Adventure|"{""Action"":214,""Adventure"":197,""Indie"":168,""Space"":50,""Female Protagonist"":45,""Sci-fi"":44,""Shooter"":42,""Spaceships"":37,""Singleplayer"":34,""Space Sim"":24,""Flight"":23,""Third Person"":17,""Open World"":15,""Story Rich"":9,""Arcade"":9}"
3871|345330|Eden Rising|Nvizzio Creations, Meridian4|The Wall Productions Inc.|900|472|154|0|93|0|3|Action, Adventure, Indie, Strategy|"{""Adventure"":99,""Multiplayer"":95,""Open World"":93,""Tower Defense"":93,""Action"":88,""Co-op"":85,""Strategy"":82,""Crafting"":75,""Indie"":70,""Survival"":65,""Open World Survival Craft"":59,""Free to Play"":51,""Exploration"":45,""Online Co-Op"":44,""Early Access"":35,""RPG"":35,""Third Person"":33,""Sci-fi"":28,""Aliens"":24,""Stylized"":20}"
3872|574090|MOTHERGUNSHIP|Grip Digital, Terrible Posture Games|Versus Evil|1105|315|317|0|410|0|9|Action, Indie|"{""Action Roguelike"":61,""Action"":60,""FPS"":60,""Bullet Hell"":48,""Crafting"":47,""Indie"":45,""Rogue-lite"":42,""Fast-Paced"":40,""Gun Customization"":39,""Singleplayer"":28,""First-Person"":27,""Difficult"":25,""Procedural Generation"":24,""Replay Value"":22,""Online Co-Op"":21,""Co-op"":20,""Perma Death"":19,""Sci-fi"":19,""Rogue-like"":19,""Shooter"":14}"
3873|274270|NOT A HERO|Roll7|Devolver Digital|1697|256|129|0|158|0|1|Action, Adventure, Indie|"{""Pixel Graphics"":103,""Action"":96,""Indie"":86,""Comedy"":78,""Adventure"":67,""Shooter"":63,""2D"":55,""Funny"":47,""Political"":44,""Gore"":41,""Great Soundtrack"":40,""Singleplayer"":34,""Platformer"":29,""Difficult"":29,""Fast-Paced"":23,""Shoot 'Em Up"":10,""Violent"":10,""Multiplayer"":6,""Retro"":6}"
3874|365160|Kona|Parabole|Parabole, Ravenscourt|2351|485|127|0|183|0|8|Adventure, Indie|"{""Adventure"":158,""Survival"":150,""Detective"":148,""Atmospheric"":141,""First-Person"":135,""Open World"":134,""Exploration"":115,""Singleplayer"":113,""Horror"":111,""Indie"":109,""Story Rich"":105,""Walking Simulator"":98,""Survival Horror"":74,""Narration"":72,""Surreal"":63,""Great Soundtrack"":62,""Puzzle"":56,""Casual"":40,""Kickstarter"":39,""Crowdfunded"":38}"
3875|1557990|Retail Royale|DarxDev|DarxDev|1670|532|0|0|0|0|79|Action, Free to Play, Massively Multiplayer, Strategy, Early Access|"{""Early Access"":236,""Free to Play"":214,""Battle Royale"":203,""PvP"":199,""FPS"":193,""Shooter"":183,""Character Customization"":169,""First-Person"":165,""Strategy"":164,""Funny"":160,""Action"":151,""Team-Based"":149,""Colorful"":142,""Tactical"":136,""Crafting"":133,""Physics"":126,""Memes"":124,""Combat"":122,""Massively Multiplayer"":113,""Multiplayer"":111}"
3876|20550|Red Faction II|Volition|Deep Silver|515|461|34|0|34|0|5|Action, Strategy|"{""Action"":66,""FPS"":43,""Shooter"":25,""Sci-fi"":24,""Singleplayer"":23,""Strategy"":22,""Destruction"":22,""First-Person"":17,""Classic"":16}"
3877|461430|EmergeNYC|FlipSwitch Games|FlipSwitch Games|2316|1222|1524|0|750|0|41|Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Simulation, Strategy, Early Access|"{""Early Access"":142,""Simulation"":138,""Open World"":113,""Multiplayer"":110,""Action"":106,""Realistic"":101,""Strategy"":99,""Driving"":97,""RPG"":90,""Indie"":81,""Casual"":74,""Singleplayer"":74,""Adventure"":68,""Racing"":64,""First-Person"":64,""Automobile Sim"":64,""Massively Multiplayer"":62,""Third Person"":49,""Sandbox"":47,""RTS"":43}"
3878|226100|PixelJunk Nom Nom Galaxy|Q-Games Ltd.|Q-Games Ltd.|718|234|375|0|418|0|8|Action, Casual, Indie, Strategy|"{""Indie"":70,""Casual"":65,""Strategy"":64,""Action"":58,""Sandbox"":38,""Local Co-Op"":36,""Base-Building"":35,""2D"":29,""Building"":26,""Co-op"":24,""Platformer"":22,""Pixel Graphics"":21,""Online Co-Op"":21,""Local Multiplayer"":20,""Multiplayer"":20,""Exploration"":18,""Survival"":16,""Great Soundtrack"":11,""Tower Defense"":6,""Metroidvania"":6}"
3879|222440|THE KING OF FIGHTERS 2002 UNLIMITED MATCH|SNK CORPORATION, Code Mystics|SNK CORPORATION|3211|175|156|0|144|0|98|Action|"{""Fighting"":80,""Action"":76,""2D Fighter"":65,""Arcade"":56,""Classic"":33,""Anime"":31,""Multiplayer"":20,""Great Soundtrack"":17,""Local Multiplayer"":15,""Pixel Graphics"":13,""2D"":8,""Competitive"":8,""Retro"":5}"
3880|70100|Hacker Evolution|exosyphen studios|exosyphen studios|632|338|459|0|189|0|50|Simulation|"{""Simulation"":126,""Hacking"":94,""Puzzle"":90,""Singleplayer"":87,""Text-Based"":84,""Strategy"":78,""Cyberpunk"":76,""Difficult"":74,""Indie"":72,""Action"":70,""Education"":65,""Exploration"":60,""Immersive Sim"":57,""Typing"":56,""2D"":54,""Minimalist"":51,""Funny"":44,""Tactical"":40,""Anime"":32,""Time Management"":31}"
3881|365070|One Manga Day|DeXP|DeXP, MyLifeGame.RU|542|363|14|0|16|0|0|Adventure, Casual, Free to Play, Indie, Simulation|"{""Free to Play"":81,""Anime"":76,""Visual Novel"":75,""Nudity"":56,""Simulation"":44,""Indie"":36,""Adventure"":30,""Casual"":29}"
3882|299030|Blood: One Unit Whole Blood|Monolith Productions|Atari|1201|116|201|0|232|0|2|Action, Adventure|"{""FPS"":96,""Classic"":90,""Horror"":62,""Action"":59,""Gore"":56,""Shooter"":41,""1990's"":40,""Retro"":35,""Old School"":34,""Adventure"":33,""Dark"":32,""Singleplayer"":29,""Zombies"":29,""Atmospheric"":20,""Blood"":15,""First-Person"":14,""Difficult"":13,""2.5D"":9,""Gothic"":8,""Funny"":6}"
3883|430210|Megaton Rainfall|Pentadimensional Games, SL|Pentadimensional Games, SL|1132|453|91|0|125|0|9|Action, Indie|"{""Destruction"":45,""Superhero"":44,""Open World"":44,""God Game"":39,""Action"":38,""Indie"":35,""VR"":31,""Space"":30,""Violent"":26,""Sandbox"":23,""First-Person"":23,""Aliens"":21,""Singleplayer"":15,""Flight"":6}"
3884|729660|Blackout Z: Slaughterhouse Edition|NukGames|NukGames|1360|251|24|0|34|0|2|Action, Indie|"{""Action"":38,""Indie"":34,""Top-Down"":19,""Top-Down Shooter"":18,""Zombies"":17,""Pixel Graphics"":17,""2D"":16,""Score Attack"":15,""Horror"":15,""Singleplayer"":15,""Shoot 'Em Up"":15,""Gore"":15,""Twin Stick Shooter"":15,""Arcade"":14,""Replay Value"":14,""Bullet Hell"":13,""Destruction"":13,""Difficult"":13,""GameMaker"":13,""Adventure"":13}"
3885|207320|Ys: The Oath in Felghana|Nihon Falcom|XSEED Games|1449|93|601|0|864|0|13|Action, Adventure, RPG|"{""Action"":166,""Great Soundtrack"":158,""RPG"":146,""JRPG"":139,""Adventure"":115,""Action RPG"":107,""Difficult"":102,""Anime"":68,""Singleplayer"":44,""Fantasy"":41,""Dungeon Crawler"":33,""Top-Down"":28,""Hack and Slash"":26,""Remake"":25,""Classic"":20,""Open World"":6}"
3886|1140290|Murder by Numbers|Mediatonic|The Irregular Corporation|1000|176|741|0|615|0|23|Adventure, Indie|"{""Investigation"":295,""Visual Novel"":288,""Interactive Fiction"":279,""Female Protagonist"":279,""Puzzle"":274,""Detective"":273,""2D"":270,""LGBTQ+"":264,""Story Rich"":259,""Comic Book"":258,""Conversation"":241,""Anime"":236,""Cartoony"":230,""Colorful"":229,""Crime"":219,""Logic"":208,""Mystery"":203,""Adventure"":190,""1990's"":181,""Conspiracy"":168}"
3887|1444110|Summerland|FYRE Games|FYRE Games|1395|135|0|0|0|0|2|Adventure, Free to Play, Indie|"{""Adventure"":273,""Story Rich"":248,""Walking Simulator"":241,""Atmospheric"":237,""First-Person"":232,""Point & Click"":212,""Exploration"":205,""Interactive Fiction"":197,""Philosophical"":193,""Cinematic"":178,""3D"":164,""Detective"":157,""Investigation"":155,""Linear"":141,""Puzzle"":130,""Realistic"":105,""Emotional"":92,""Stylized"":68,""Free to Play"":60,""Mystery"":58}"
3888|63950|IL-2 Sturmovik: Cliffs of Dover|1C: Maddox Games|1C Entertainment|658|329|314|0|473|0|1|Simulation|"{""Simulation"":51,""Flight"":32,""World War II"":30,""Historical"":16}"
3889|1292940|Cube Escape Collection|Rusty Lake|Rusty Lake|3837|57|289|0|391|0|53|Adventure, Indie|"{""Puzzle"":131,""Mystery"":126,""Point & Click"":119,""Adventure"":108,""Indie"":105,""Horror"":98,""Psychological Horror"":98,""Story Rich"":71,""Dark"":70,""Atmospheric"":69,""Hand-drawn"":69,""Singleplayer"":57,""Multiple Endings"":47,""Short"":36,""Detective"":35,""Escape Room"":25,""2D"":22,""Surreal"":18}"
3890|205990|Warlock 2: The Exiled|Ino-Co Plus|Paradox Interactive|788|348|2612|0|2646|0|33|Strategy|"{""Strategy"":140,""Fantasy"":87,""Turn-Based"":78,""Turn-Based Strategy"":69,""4X"":61,""Magic"":27,""Hex Grid"":17,""Multiplayer"":17,""Singleplayer"":14,""RPG"":12,""Adventure"":10}"
3891|774091|Ostalgie: The Berlin Wall|Kremlingames|Kremlingames|527|40|465|0|601|0|11|Indie, Simulation, Strategy|"{""Political Sim"":250,""Simulation"":244,""Strategy"":241,""Indie"":234,""Cold War"":234,""Alternate History"":224,""Choices Matter"":222,""Politics"":215,""Political"":209,""Historical"":204,""RPG"":199,""Management"":190,""Diplomacy"":184,""Turn-Based Strategy"":170,""Strategy RPG"":162,""Grand Strategy"":159,""CRPG"":157,""Choose Your Own Adventure"":152,""Nonlinear"":143,""Multiple Endings"":134}"
3892|656240|Heat|Code}{atch|Code}{atch|1413|1410|139|0|139|0|19|Action, Adventure, Indie, RPG, Simulation|"{""Survival"":116,""Western"":113,""Open World"":106,""Multiplayer"":104,""America"":63,""Open World Survival Craft"":61,""Adventure"":58,""RPG"":57,""Sexual Content"":54,""Action"":54,""Indie"":53,""Crafting"":46,""Early Access"":45,""Building"":44,""Simulation"":40,""Gore"":39,""PvP"":37,""Violent"":37,""Singleplayer"":27,""Sandbox"":25}"
3893|784080|MechWarrior 5: Mercenaries|Piranha Games Inc.|Fireshine Games|5084|984|5301|323|3674|323|1848|Action, Simulation|"{""Mechs"":386,""Simulation"":334,""FPS"":332,""Action"":328,""Shooter"":325,""Co-op"":322,""Vehicular Combat"":317,""First-Person"":313,""Destruction"":309,""Moddable"":304,""3D"":299,""Singleplayer"":277,""Online Co-Op"":277,""Combat"":268,""Futuristic"":250,""Tutorial"":230,""Economy"":223,""Management"":214,""PvE"":206,""Resource Management"":204}"
3894|603960|Monolith|Team D-13|Team D-13|1522|29|277|0|438|0|11|Action, Indie|"{""Rogue-lite"":131,""Action Roguelike"":123,""Bullet Hell"":121,""Indie"":115,""Shoot 'Em Up"":113,""Pixel Graphics"":104,""Action"":102,""Rogue-like"":98,""Difficult"":94,""2D"":93,""Dungeon Crawler"":88,""Shooter"":84,""Singleplayer"":84,""Top-Down"":83,""Replay Value"":80,""Procedural Generation"":80,""Retro"":75,""Arena Shooter"":74,""Twin Stick Shooter"":73,""Perma Death"":69}"
3895|782670|Battle Tanks: Legends of World War II|XDEVS LTD|XDEVS LTD|599|335|238|0|238|0|78|Action, Casual, Free to Play, Massively Multiplayer, Simulation, Strategy|"{""Free to Play"":62,""Massively Multiplayer"":55,""Action"":52,""Simulation"":52,""Strategy"":49,""Casual"":48,""Tanks"":40,""World War II"":15,""Singleplayer"":6}"
3896|326670|Warhammer Quest|Rodeo Games, Twistplay|Chilled Mouse|723|338|465|0|304|0|7|RPG, Strategy|"{""RPG"":113,""Strategy"":99,""Games Workshop"":97,""Board Game"":87,""Turn-Based"":85,""Fantasy"":75,""Singleplayer"":63,""Turn-Based Tactics"":62,""Tactical"":59,""Dungeon Crawler"":58,""Dark Fantasy"":56,""Adventure"":53,""Tabletop"":49,""Top-Down"":46,""Turn-Based Strategy"":43,""Turn-Based Combat"":40,""Strategy RPG"":37,""Warhammer 40K"":33,""Co-op"":32,""Psychological Horror"":28}"
3897|1029690|Sniper Elite 5|Rebellion|Rebellion|5458|1597|1684|0|2215|0|1653|Action, Adventure|"{""Action"":106,""Adventure"":88,""World War II"":84,""Stealth"":83,""Shooter"":82,""Singleplayer"":82,""Third-Person Shooter"":75,""Multiplayer"":72,""Sniper"":60,""Action-Adventure"":57,""Co-op"":54,""Violent"":50,""Gore"":49,""Third Person"":42,""Open World"":22,""War"":14,""Sexual Content"":10,""Online Co-Op"":10,""FPS"":10,""Gun Customization"":7}"
3898|860890|Factory Town|Erik Asmussen|Erik Asmussen|3318|318|1120|0|548|0|163|Indie, Simulation, Strategy|"{""Automation"":254,""Base-Building"":251,""Resource Management"":244,""Sandbox"":243,""Simulation"":236,""Crafting"":228,""Management"":224,""City Builder"":218,""Colony Sim"":206,""Economy"":161,""Strategy"":154,""Building"":153,""Transportation"":129,""Moddable"":119,""Trains"":116,""Level Editor"":106,""Singleplayer"":98,""Indie"":90,""Early Access"":74,""3D"":69}"
3899|48110|Silent Hunter 5: Battle of the Atlantic|Ubisoft Romania|Ubisoft|992|1270|1146|0|1591|0|22|Simulation|"{""Simulation"":144,""Naval Combat"":142,""Submarine"":96,""World War II"":89,""Naval"":77,""Military"":67,""Historical"":64,""Underwater"":32,""Strategy"":31,""Multiplayer"":29,""Singleplayer"":22}"
3900|34820|Combat Wings: Battle of Britain|City Interactive|CI Games|510|139|132|0|132|0|2|Simulation|"{""Simulation"":58,""Flight"":41,""World War II"":33,""Multiplayer"":16,""Arcade"":14,""Action"":13,""Singleplayer"":9}"
3901|1424720|\u58a8\u5fc3\uff1a\u6ce2\u4e91\u8be1\u8239|1001 Studio|1001 Studio|1210|129|77|0|85|0|2|Adventure, Indie|"{""Adventure"":131,""Visual Novel"":117,""Puzzle"":114,""Investigation"":108,""Puzzle-Platformer"":104,""Immersive Sim"":99,""Choose Your Own Adventure"":96,""Text-Based"":94,""Conversation"":92,""Story Rich"":90,""Multiple Endings"":86,""Indie"":85,""Choices Matter"":82,""Nonlinear"":78,""Singleplayer"":76,""Interactive Fiction"":73,""Mystery"":72,""Word Game"":67,""Early Access"":66,""Anime"":9}"
3902|384500|Zombie Party|Peach Pie Productions|Peach Pie Productions, Plug In Digital|554|92|141|0|169|0|3|Action, Adventure, Indie, RPG|"{""Action"":51,""Action Roguelike"":49,""Indie"":43,""Adventure"":41,""RPG"":34,""Zombies"":28,""Bullet Hell"":27,""Twin Stick Shooter"":26,""Dungeon Crawler"":19,""Multiplayer"":17,""Pixel Graphics"":16,""Difficult"":14,""GameMaker"":13,""Rogue-lite"":13,""Local Multiplayer"":11,""Rogue-like"":10,""2D"":10,""Illuminati"":9,""Co-op"":7,""Local Co-Op"":6}"
3903|8400|Geometry Wars: Retro Evolved|Bizarre Creations|Activision|790|87|19|0|11|0|4|Casual|"{""Arcade"":66,""Twin Stick Shooter"":55,""Casual"":48,""Retro"":45,""Bullet Hell"":42,""Singleplayer"":36,""2D"":32,""Shoot 'Em Up"":30,""Indie"":28,""Shooter"":27,""Classic"":19,""Action"":17,""Arena Shooter"":17,""Psychedelic"":15,""Score Attack"":14,""Great Soundtrack"":13,""Controller"":5}"
3904|588040|WILL: A Wonderful World \/ WILL\uff1a\u7f8e\u597d\u4e16\u754c|WMY Studio|WMY Studio, PLAYISM|4761|324|502|0|632|0|6|Adventure, Casual, Indie|"{""Visual Novel"":83,""Story Rich"":78,""Indie"":68,""Choices Matter"":68,""Casual"":63,""Word Game"":62,""Puzzle"":60,""Adventure"":58,""Anime"":53,""Mystery"":30,""Great Soundtrack"":24,""Singleplayer"":23,""Female Protagonist"":23,""Choose Your Own Adventure"":21,""Atmospheric"":20,""Surreal"":17,""Fantasy"":16,""2D"":16,""Sci-fi"":16,""Cute"":14}"
3905|414870|Super Mega Baseball 2|Metalhead Software Inc.|Electronic Arts|911|118|5186|0|5186|0|9|Indie, Simulation, Sports|"{""Sports"":51,""Baseball"":49,""Indie"":37,""Simulation"":37,""Multiplayer"":16,""Singleplayer"":16,""Local Multiplayer"":14,""Co-op"":13,""Local Co-Op"":13,""Online Co-Op"":12,""Controller"":10}"
3906|745740|Reflex|Easy game|Game for people|564|97|215|0|222|0|0|Action, Casual, Indie|"{""Indie"":36,""Action"":33,""Casual"":33}"
3907|418950|DreadOut: Keepers of The Dark|Digital Happiness|Digital Happiness|731|194|162|0|210|0|1|Adventure, Indie|"{""Adventure"":61,""Indie"":58,""Horror"":56,""Survival Horror"":46,""Female Protagonist"":45,""Third Person"":40,""Nudity"":12,""Psychological Horror"":7,""Survival"":5,""Atmospheric"":5}"
3908|2610|GUN|Neversoft|Activision|1322|134|137|0|140|0|6|Action|"{""Western"":134,""Action"":89,""Open World"":79,""Third-Person Shooter"":58,""Classic"":44,""Adventure"":41,""Singleplayer"":41,""Shooter"":40,""Atmospheric"":35,""Third Person"":34,""Story Rich"":29,""Sandbox"":24,""Gore"":19,""Great Soundtrack"":17,""Violent"":17,""Cult Classic"":15,""Bullet Time"":11,""Horses"":9,""RPG"":8,""Controller"":7}"
3909|963000|The Haunted Island, a Frog Detective Game|Grace Bruxner, Thomas Bowker|worm club, SUPERHOT PRESENTS|2909|234|318|0|466|0|3|Adventure, Casual, Indie|"{""Comedy"":141,""Short"":138,""Funny"":137,""Casual"":136,""Cute"":133,""Detective"":127,""Mystery"":117,""Relaxing"":112,""Exploration"":109,""Colorful"":108,""Investigation"":107,""Walking Simulator"":102,""Point & Click"":102,""Interactive Fiction"":95,""Adventure"":91,""Soundtrack"":90,""Singleplayer"":82,""Indie"":73,""Great Soundtrack"":49,""Story Rich"":45}"
3910|600130|Valfaris|Steel Mantis|Big Sugar|1464|243|187|5|177|5|13|Action, Indie|"{""Action"":128,""Indie"":95,""Gore"":76,""Platformer"":68,""Pixel Graphics"":67,""Great Soundtrack"":53,""2D"":50,""Violent"":44,""Side Scroller"":44,""Retro"":44,""Sci-fi"":39,""Singleplayer"":35,""Gothic"":30,""Dark"":29,""Shoot 'Em Up"":26,""Difficult"":24,""Fantasy"":21,""Nudity"":21,""Metroidvania"":18,""Horror"":16}"
3911|1230140|ATRI -My Dear Moments-|Frontwing, \u6795|ANIPLEX.EXE|8865|112|649|233|959|346|87|Adventure, Casual|"{""Visual Novel"":166,""Casual"":131,""Anime"":119,""Story Rich"":114,""Adventure"":114,""Cute"":92,""Dating Sim"":88,""Romance"":87,""Multiple Endings"":70,""Great Soundtrack"":60,""Singleplayer"":54,""Sci-fi"":15,""Post-apocalyptic"":15,""Mature"":14,""Emotional"":7,""Nudity"":7,""Sexual Content"":6,""Hentai"":5}"
3912|1042800|Warhammer 40,000: Inquisitor - Prophecy|NeocoreGames|NeocoreGames|1693|423|175|0|116|0|120|Action, Adventure, Indie, RPG|"{""Action"":211,""Adventure"":205,""RPG"":201,""Warhammer 40K"":200,""Indie"":198,""Hack and Slash"":193,""Action RPG"":186,""Violent"":185,""Multiplayer"":184,""Games Workshop"":182,""Online Co-Op"":178,""Sci-fi"":177,""Isometric"":174,""Story Rich"":172,""Sexual Content"":165,""Open World"":163,""Aliens"":160,""Dark"":158,""Demons"":144,""Destruction"":132}"
3913|1139940|ATOM RPG Trudograd|AtomTeam|AtomTeam|2484|388|782|570|1043|570|142|RPG|"{""Survival"":183,""CRPG"":183,""Open World"":180,""Sandbox"":173,""RPG"":169,""Immersive Sim"":166,""Story Rich"":156,""Post-apocalyptic"":156,""Replay Value"":150,""Isometric"":145,""Turn-Based Combat"":144,""Exploration"":143,""Turn-Based"":140,""Singleplayer"":131,""Tactical"":122,""Atmospheric"":107,""Choices Matter"":106,""Dystopian "":96,""Turn-Based Strategy"":95,""Adventure"":95}"
3914|205840|Yesterday|Pendulo Studios|Focus Entertainment|714|144|215|0|218|0|3|Adventure|"{""Adventure"":53,""Point & Click"":44,""Mystery"":11,""Dark"":7,""Escape Room"":7,""Puzzle"":6,""Comedy"":5}"
3915|1356670|Sakuna: Of Rice and Ruin|Edelweiss|XSEED Games, Marvelous USA, Inc.|3760|285|2096|0|2818|0|81|Action, Indie|"{""Action"":358,""Farming Sim"":322,""Story Rich"":309,""Female Protagonist"":309,""Side Scroller"":306,""Mythology"":291,""Platformer"":289,""Crafting"":269,""Agriculture"":264,""Simulation"":241,""Demons"":233,""Beat 'em up"":223,""Difficult"":206,""Combat"":195,""Third Person"":187,""Colorful"":170,""Cats"":151,""Singleplayer"":139,""Dog"":134,""Anime"":98}"
3916|1696810|RAILROADS Online!|Stefan Kelnberger|astragon Entertainment|2077|616|320|75|486|75|264|Indie, Simulation, Early Access|"{""Early Access"":527,""Trains"":479,""Multiplayer"":452,""Online Co-Op"":446,""Automobile Sim"":441,""Open World"":441,""Physics"":438,""Building"":433,""Immersive Sim"":425,""Driving"":424,""Sandbox"":420,""Team-Based"":418,""Singleplayer"":408,""Exploration"":396,""Economy"":389,""Management"":387,""First-Person"":374,""Family Friendly"":359,""Nature"":347,""Colony Sim"":336}"
3917|651660|Halcyon 6: Starbase Commander (LIGHTSPEED EDITION)|Massive Damage, Inc.|Massive Damage, Inc.|594|149|431|0|416|0|9|Indie, RPG, Simulation, Strategy|"{""4X"":202,""Tactical RPG"":195,""Exploration"":191,""Turn-Based"":189,""Turn-Based Strategy"":186,""Strategy RPG"":178,""Base-Building"":178,""RPG"":169,""Strategy"":164,""2D"":156,""Turn-Based Combat"":154,""Space"":148,""Diplomacy"":142,""Pixel Graphics"":137,""Sci-fi"":127,""Multiple Endings"":116,""Character Customization"":102,""Simulation"":98,""Beautiful"":89,""Retro"":83}"
3918|359610|Assassin\u2019s Creed Chronicles: India|Climax Studios|Ubisoft Entertainment|509|275|244|0|282|0|4|Action, Adventure|"{""Action"":51,""Adventure"":47,""Assassin"":40,""Stealth"":38,""2.5D"":36,""Platformer"":33,""Singleplayer"":21,""Parkour"":17,""Side Scroller"":12,""2D"":10,""Historical"":6}"
3919|303800|The Witcher Adventure Game|CD PROJEKT RED, Can Explode|CD PROJEKT RED|971|297|48|0|56|0|4|Adventure, Strategy|"{""Strategy"":84,""Adventure"":82,""Board Game"":73,""Tabletop"":65,""Multiplayer"":37,""Card Game"":33,""Fantasy"":33,""Singleplayer"":32,""Turn-Based"":30,""Touch-Friendly"":17,""Great Soundtrack"":15,""RPG"":8,""Atmospheric"":8}"
3920|1391220|Scrapnaut: Prologue|SpiffyBit|RockGame S.A.|649|89|0|0|0|0|1|Adventure, Free to Play, Indie|"{""Adventure"":85,""Indie"":81,""Base-Building"":67,""Multiplayer"":63,""Crafting"":60,""Free to Play"":59,""Building"":56,""Survival"":55,""Exploration"":47,""Open World Survival Craft"":44,""Steampunk"":41,""Top-Down"":39,""Open World"":37,""Singleplayer"":28,""Robots"":25,""Atmospheric"":20,""Mystery"":18,""Post-apocalyptic"":16,""Co-op"":10}"
3921|310790|Geometry Wars 3: Dimensions Evolved|Lucid Games, Aspyr (Linux)|Sierra, Activision, Aspyr (Linux)|1220|140|286|0|559|0|9|Action|"{""Action"":65,""Twin Stick Shooter"":59,""Arcade"":57,""Shoot 'Em Up"":43,""Bullet Hell"":41,""Great Soundtrack"":25,""Local Co-Op"":17,""Local Multiplayer"":15,""Shooter"":11,""Difficult"":10,""Multiplayer"":9,""Retro"":8,""Score Attack"":8,""Co-op"":7}"
3922|1092710|Hello Neighbor Alpha 1|Dynamic Pixels|tinyBuild|1501|134|80|117|66|117|15|Adventure, Indie, Strategy|"{""Cartoony"":390,""Horror"":368,""Survival Horror"":357,""Investigation"":354,""3D Platformer"":349,""Sandbox"":346,""Difficult"":342,""Stealth"":341,""First-Person"":332,""3D"":324,""Story Rich"":317,""Detective"":308,""Surreal"":301,""Puzzle"":300,""Procedural Generation"":298,""Action"":298,""Physics"":279,""Thriller"":276,""Psychedelic"":261,""Mystery"":251}"
3923|1419860|Tukoni|Oksana Bula, Alexey Furman, Alexey Sysoiev|Oksana Bula, Alexey Furman|2773|72|0|0|0|0|3|Adventure, Casual, Indie|"{""Adventure"":196,""Casual"":188,""Point & Click"":168,""Puzzle"":165,""Platformer"":143,""2D Platformer"":129,""Cute"":125,""Puzzle-Platformer"":124,""Side Scroller"":123,""2D"":123,""Colorful"":108,""Hand-drawn"":99,""Stylized"":79,""Crafting"":61,""Linear"":48,""Singleplayer"":39,""Indie"":33,""Free to Play"":33,""Story Rich"":30,""Short"":15}"
3924|345890|NASCAR '15 Victory Edition|Eutechnyx|Dusenberry Martin Racing|775|225|1769|0|3004|0|10|Racing|"{""Racing"":90,""Automobile Sim"":30,""Multiplayer"":26,""Simulation"":22,""Sports"":14,""Singleplayer"":14}"
3925|829660|No Time to Relax|Porcelain Fortress|Porcelain Fortress|1079|77|332|94|431|94|27|Casual, Indie, Simulation, Strategy|"{""Multiplayer"":284,""4 Player Local"":279,""Board Game"":275,""Funny"":272,""Casual"":265,""Strategy"":258,""Simulation"":256,""Local Multiplayer"":248,""Indie"":246,""Singleplayer"":243,""Controller"":233,""2D"":227,""Cute"":224,""Relaxing"":215,""Strategy RPG"":206,""Cartoon"":198,""Cartoony"":195,""Tabletop"":192,""Time Management"":191,""Colorful"":179}"
3926|270050|Quest of Dungeons|David Amador|David Amador|517|162|360|0|283|0|3|Adventure, Indie, RPG|"{""Traditional Roguelike"":240,""Turn-Based Tactics"":235,""Dungeon Crawler"":231,""Casual"":226,""Exploration"":224,""Perma Death"":218,""Difficult"":215,""Turn-Based"":213,""Survival"":210,""Rogue-like"":204,""RPG"":201,""2D"":195,""Top-Down"":192,""Funny"":179,""Procedural Generation"":172,""Pixel Graphics"":168,""Assassin"":158,""Fantasy"":155,""Class-Based"":153,""Adventure"":148}"
3927|302710|BlazeRush|Targem Games|Targem Games|1226|167|3659|93|5433|93|9|Action, Indie, Racing|"{""Racing"":129,""Indie"":99,""Action"":96,""Arcade"":85,""Local Multiplayer"":80,""4 Player Local"":73,""Top-Down"":72,""Multiplayer"":70,""Shooter"":61,""Controller"":58,""VR"":57,""Casual"":55,""Isometric"":52,""Atmospheric"":47,""Futuristic"":45,""Driving"":43,""Singleplayer"":42,""Local Co-Op"":42,""Combat Racing"":34,""Online Co-Op"":34}"
3928|244590|Epigenesis|Dead Shark Triplepunch|Dead Shark Triplepunch|754|392|153|0|181|0|0|Action, Indie, Sports|"{""Action"":59,""Sports"":53,""Indie"":44,""FPS"":30,""Multiplayer"":30,""Fast-Paced"":23,""Team-Based"":21,""Free to Play"":18,""Sci-fi"":18,""Shooter"":10,""Singleplayer"":6}"
3929|1239020|TOGETHER BnB|AURORA Games|AURORA Games|3536|1633|256|0|323|0|60|Adventure, Casual, Indie, RPG, Simulation, Early Access|"{""Early Access"":907,""Sexual Content"":824,""Dating Sim"":741,""3D"":699,""Open World"":611,""Simulation"":600,""Visual Novel"":541,""Life Sim"":529,""FPS"":526,""Adventure"":522,""Casual"":498,""Anime"":494,""RPG"":481,""Cute"":480,""Indie"":466,""Exploration"":421,""Walking Simulator"":403,""Beautiful"":402,""Realistic"":398,""First-Person"":396}"
